Total Nacional, Comunidad Autónoma y Provincia;Nacionalidad;Periodo;Total
16 País Vasco;Apátridas;2022;87
16 País Vasco;Apátridas;2021;100
01 Araba/Álava;Total;2022;6.391
01 Araba/Álava;Total;2021;4.141
01 Araba/Álava;Española;2022;738
01 Araba/Álava;Española;2021;718
01 Araba/Álava;UE27_2020 sin España;2022;321
01 Araba/Álava;UE27_2020 sin España;2021;314
01 Araba/Álava;Bélgica;2022;1
01 Araba/Álava;Bélgica;2021;4
01 Araba/Álava;Bulgaria;2022;7
01 Araba/Álava;Bulgaria;2021;10
01 Araba/Álava;Dinamarca;2022;3
01 Araba/Álava;Dinamarca;2021;1
01 Araba/Álava;Finlandia;2022;1
01 Araba/Álava;Finlandia;2021;0
01 Araba/Álava;Francia;2022;27
01 Araba/Álava;Francia;2021;21
01 Araba/Álava;Irlanda;2022;4
01 Araba/Álava;Irlanda;2021;2
01 Araba/Álava;Italia;2022;62
01 Araba/Álava;Italia;2021;48
01 Araba/Álava;Países Bajos;2022;5
01 Araba/Álava;Países Bajos;2021;4
01 Araba/Álava;Polonia;2022;8
01 Araba/Álava;Polonia;2021;10
01 Araba/Álava;Portugal;2022;95
01 Araba/Álava;Portugal;2021;90
01 Araba/Álava;Alemania;2022;8
01 Araba/Álava;Alemania;2021;19
01 Araba/Álava;Rumanía;2022;79
01 Araba/Álava;Rumanía;2021;93
01 Araba/Álava;Suecia;2022;2
01 Araba/Álava;Suecia;2021;1
01 Araba/Álava;Lituania;2022;3
01 Araba/Álava;Lituania;2021;0
01 Araba/Álava;Otro país de la Unión Europea sin España;2022;16
01 Araba/Álava;Otro país de la Unión Europea sin España;2021;11
01 Araba/Álava;Europa menos UE27_2020;2022;590
01 Araba/Álava;Europa menos UE27_2020;2021;165
01 Araba/Álava;Noruega;2022;0
01 Araba/Álava;Noruega;2021;0
01 Araba/Álava;Reino Unido;2022;12
01 Araba/Álava;Reino Unido;2021;19
01 Araba/Álava;Suiza;2022;2
01 Araba/Álava;Suiza;2021;2
01 Araba/Álava;Ucrania;2022;423
01 Araba/Álava;Ucrania;2021;27
01 Araba/Álava;Moldavia;2022;21
01 Araba/Álava;Moldavia;2021;6
01 Araba/Álava;Rusia;2022;26
01 Araba/Álava;Rusia;2021;11
01 Araba/Álava;Otro país del resto de Europa;2022;106
01 Araba/Álava;Otro país del resto de Europa;2021;100
01 Araba/Álava;De Africa;2022;1.247
01 Araba/Álava;De Africa;2021;1.145
01 Araba/Álava;Argelia;2022;260
01 Araba/Álava;Argelia;2021;249
01 Araba/Álava;Gambia;2022;16
01 Araba/Álava;Gambia;2021;21
01 Araba/Álava;Ghana;2022;24
01 Araba/Álava;Ghana;2021;33
01 Araba/Álava;Guinea;2022;22
01 Araba/Álava;Guinea;2021;16
01 Araba/Álava;Guinea Ecuatorial;2022;27
01 Araba/Álava;Guinea Ecuatorial;2021;13
01 Araba/Álava;Mali;2022;27
01 Araba/Álava;Mali;2021;38
01 Araba/Álava;Marruecos;2022;598
01 Araba/Álava;Marruecos;2021;501
01 Araba/Álava;Mauritania;2022;65
01 Araba/Álava;Mauritania;2021;51
01 Araba/Álava;Nigeria;2022;77
01 Araba/Álava;Nigeria;2021;86
01 Araba/Álava;Senegal;2022;63
01 Araba/Álava;Senegal;2021;51
01 Araba/Álava;Otro país de África;2022;68
01 Araba/Álava;Otro país de África;2021;86
01 Araba/Álava;América del Norte;2022;61
01 Araba/Álava;América del Norte;2021;48
01 Araba/Álava;Estados Unidos de América;2022;22
01 Araba/Álava;Estados Unidos de América;2021;21
01 Araba/Álava;México;2022;37
01 Araba/Álava;México;2021;23
01 Araba/Álava;Canadá;2022;2
01 Araba/Álava;Canadá;2021;4
01 Araba/Álava;De Centro América y Caribe;2022;261
01 Araba/Álava;De Centro América y Caribe;2021;184
01 Araba/Álava;Cuba;2022;49
01 Araba/Álava;Cuba;2021;35
01 Araba/Álava;Honduras;2022;64
01 Araba/Álava;Honduras;2021;47
01 Araba/Álava;Nicaragua;2022;54
01 Araba/Álava;Nicaragua;2021;25
01 Araba/Álava;República Dominicana;2022;67
01 Araba/Álava;República Dominicana;2021;51
01 Araba/Álava;Otro país de Centro América y Caribe;2022;27
01 Araba/Álava;Otro país de Centro América y Caribe;2021;26
01 Araba/Álava;De Sudamérica;2022;2.793
01 Araba/Álava;De Sudamérica;2021;1.166
01 Araba/Álava;Argentina;2022;51
01 Araba/Álava;Argentina;2021;33
01 Araba/Álava;Bolivia;2022;27
01 Araba/Álava;Bolivia;2021;34
01 Araba/Álava;Brasil;2022;123
01 Araba/Álava;Brasil;2021;76
01 Araba/Álava;Colombia;2022;1.469
01 Araba/Álava;Colombia;2021;616
01 Araba/Álava;Chile;2022;27
01 Araba/Álava;Chile;2021;19
01 Araba/Álava;Ecuador;2022;48
01 Araba/Álava;Ecuador;2021;41
01 Araba/Álava;Paraguay;2022;255
01 Araba/Álava;Paraguay;2021;79
01 Araba/Álava;Perú;2022;365
01 Araba/Álava;Perú;2021;125
01 Araba/Álava;Uruguay;2022;3
01 Araba/Álava;Uruguay;2021;5
01 Araba/Álava;Venezuela;2022;425
01 Araba/Álava;Venezuela;2021;138
01 Araba/Álava;Otro país de Sudamérica;2022;0
01 Araba/Álava;Otro país de Sudamérica;2021;0
01 Araba/Álava;De Asia;2022;339
01 Araba/Álava;De Asia;2021;345
01 Araba/Álava;Bangladesh;2022;0
01 Araba/Álava;Bangladesh;2021;0
01 Araba/Álava;China;2022;37
01 Araba/Álava;China;2021;38
01 Araba/Álava;Filipinas;2022;7
01 Araba/Álava;Filipinas;2021;6
01 Araba/Álava;India;2022;6
01 Araba/Álava;India;2021;4
01 Araba/Álava;Pakistán;2022;229
01 Araba/Álava;Pakistán;2021;248
01 Araba/Álava;Otro país de Asia;2022;60
01 Araba/Álava;Otro país de Asia;2021;49
01 Araba/Álava;De Oceanía;2022;3
01 Araba/Álava;De Oceanía;2021;1
01 Araba/Álava;Apátridas;2022;38
01 Araba/Álava;Apátridas;2021;55
48 Bizkaia;Total;2022;20.050
48 Bizkaia;Total;2021;12.033
48 Bizkaia;Española;2022;2.226
48 Bizkaia;Española;2021;2.270
48 Bizkaia;UE27_2020 sin España;2022;1.278
48 Bizkaia;UE27_2020 sin España;2021;1.301
48 Bizkaia;Bélgica;2022;8
48 Bizkaia;Bélgica;2021;8
48 Bizkaia;Bulgaria;2022;14
48 Bizkaia;Bulgaria;2021;6
48 Bizkaia;Dinamarca;2022;10
48 Bizkaia;Dinamarca;2021;3
48 Bizkaia;Finlandia;2022;4
48 Bizkaia;Finlandia;2021;2
48 Bizkaia;Francia;2022;81
48 Bizkaia;Francia;2021;105
48 Bizkaia;Irlanda;2022;25
48 Bizkaia;Irlanda;2021;27
48 Bizkaia;Italia;2022;220
48 Bizkaia;Italia;2021;222
48 Bizkaia;Países Bajos;2022;17
48 Bizkaia;Países Bajos;2021;25
48 Bizkaia;Polonia;2022;20
48 Bizkaia;Polonia;2021;39
48 Bizkaia;Portugal;2022;119
48 Bizkaia;Portugal;2021;138
48 Bizkaia;Alemania;2022;114
48 Bizkaia;Alemania;2021;65
48 Bizkaia;Rumanía;2022;584
48 Bizkaia;Rumanía;2021;600
48 Bizkaia;Suecia;2022;17
48 Bizkaia;Suecia;2021;11
48 Bizkaia;Lituania;2022;6
48 Bizkaia;Lituania;2021;4
48 Bizkaia;Otro país de la Unión Europea sin España;2022;39
48 Bizkaia;Otro país de la Unión Europea sin España;2021;46
48 Bizkaia;Europa menos UE27_2020;2022;1.284
48 Bizkaia;Europa menos UE27_2020;2021;274
48 Bizkaia;Noruega;2022;0
48 Bizkaia;Noruega;2021;2
48 Bizkaia;Reino Unido;2022;64
48 Bizkaia;Reino Unido;2021;86
48 Bizkaia;Suiza;2022;10
48 Bizkaia;Suiza;2021;2
48 Bizkaia;Ucrania;2022;973
48 Bizkaia;Ucrania;2021;44
48 Bizkaia;Moldavia;2022;32
48 Bizkaia;Moldavia;2021;25
48 Bizkaia;Rusia;2022;85
48 Bizkaia;Rusia;2021;33
48 Bizkaia;Otro país del resto de Europa;2022;120
48 Bizkaia;Otro país del resto de Europa;2021;82
48 Bizkaia;De Africa;2022;2.766
48 Bizkaia;De Africa;2021;2.326
48 Bizkaia;Argelia;2022;301
48 Bizkaia;Argelia;2021;226
48 Bizkaia;Gambia;2022;29
48 Bizkaia;Gambia;2021;28
48 Bizkaia;Ghana;2022;37
48 Bizkaia;Ghana;2021;47
48 Bizkaia;Guinea;2022;26
48 Bizkaia;Guinea;2021;21
48 Bizkaia;Guinea Ecuatorial;2022;65
48 Bizkaia;Guinea Ecuatorial;2021;33
48 Bizkaia;Mali;2022;59
48 Bizkaia;Mali;2021;79
48 Bizkaia;Marruecos;2022;1.642
48 Bizkaia;Marruecos;2021;1.283
48 Bizkaia;Mauritania;2022;32
48 Bizkaia;Mauritania;2021;15
48 Bizkaia;Nigeria;2022;81
48 Bizkaia;Nigeria;2021;89
48 Bizkaia;Senegal;2022;323
48 Bizkaia;Senegal;2021;312
48 Bizkaia;Otro país de África;2022;171
48 Bizkaia;Otro país de África;2021;193
48 Bizkaia;América del Norte;2022;235
48 Bizkaia;América del Norte;2021;230
48 Bizkaia;Estados Unidos de América;2022;121
48 Bizkaia;Estados Unidos de América;2021;128
48 Bizkaia;México;2022;99
48 Bizkaia;México;2021;87
48 Bizkaia;Canadá;2022;15
48 Bizkaia;Canadá;2021;15
48 Bizkaia;De Centro América y Caribe;2022;2.554
48 Bizkaia;De Centro América y Caribe;2021;1.089
48 Bizkaia;Cuba;2022;148
48 Bizkaia;Cuba;2021;119
48 Bizkaia;Honduras;2022;591
48 Bizkaia;Honduras;2021;260
48 Bizkaia;Nicaragua;2022;1.493
48 Bizkaia;Nicaragua;2021;542
48 Bizkaia;República Dominicana;2022;93
48 Bizkaia;República Dominicana;2021;73
48 Bizkaia;Otro país de Centro América y Caribe;2022;229
48 Bizkaia;Otro país de Centro América y Caribe;2021;95
48 Bizkaia;De Sudamérica;2022;8.910
48 Bizkaia;De Sudamérica;2021;3.777
48 Bizkaia;Argentina;2022;319
48 Bizkaia;Argentina;2021;187
48 Bizkaia;Bolivia;2022;468
48 Bizkaia;Bolivia;2021;340
48 Bizkaia;Brasil;2022;423
48 Bizkaia;Brasil;2021;220
48 Bizkaia;Colombia;2022;3.812
48 Bizkaia;Colombia;2021;1.368
48 Bizkaia;Chile;2022;86
48 Bizkaia;Chile;2021;77
48 Bizkaia;Ecuador;2022;129
48 Bizkaia;Ecuador;2021;94
48 Bizkaia;Paraguay;2022;1.242
48 Bizkaia;Paraguay;2021;498
48 Bizkaia;Perú;2022;916
48 Bizkaia;Perú;2021;324
48 Bizkaia;Uruguay;2022;19
48 Bizkaia;Uruguay;2021;18
48 Bizkaia;Venezuela;2022;1.496
48 Bizkaia;Venezuela;2021;651
48 Bizkaia;Otro país de Sudamérica;2022;0
48 Bizkaia;Otro país de Sudamérica;2021;0
48 Bizkaia;De Asia;2022;757
48 Bizkaia;De Asia;2021;735
48 Bizkaia;Bangladesh;2022;40
48 Bizkaia;Bangladesh;2021;32
48 Bizkaia;China;2022;137
48 Bizkaia;China;2021;238
48 Bizkaia;Filipinas;2022;35
48 Bizkaia;Filipinas;2021;41
48 Bizkaia;India;2022;47
48 Bizkaia;India;2021;29
48 Bizkaia;Pakistán;2022;295
48 Bizkaia;Pakistán;2021;230
48 Bizkaia;Otro país de Asia;2022;203
48 Bizkaia;Otro país de Asia;2021;165
48 Bizkaia;De Oceanía;2022;14
48 Bizkaia;De Oceanía;2021;6
48 Bizkaia;Apátridas;2022;26
48 Bizkaia;Apátridas;2021;25
20 Gipuzkoa;Total;2022;12.816
20 Gipuzkoa;Total;2021;7.873
20 Gipuzkoa;Española;2022;1.408
20 Gipuzkoa;Española;2021;1.502
20 Gipuzkoa;UE27_2020 sin España;2022;1.318
20 Gipuzkoa;UE27_2020 sin España;2021;1.309
20 Gipuzkoa;Bélgica;2022;6
20 Gipuzkoa;Bélgica;2021;10
20 Gipuzkoa;Bulgaria;2022;25
20 Gipuzkoa;Bulgaria;2021;29
20 Gipuzkoa;Dinamarca;2022;2
20 Gipuzkoa;Dinamarca;2021;2
20 Gipuzkoa;Finlandia;2022;2
20 Gipuzkoa;Finlandia;2021;5
20 Gipuzkoa;Francia;2022;130
20 Gipuzkoa;Francia;2021;141
20 Gipuzkoa;Irlanda;2022;11
20 Gipuzkoa;Irlanda;2021;21
20 Gipuzkoa;Italia;2022;240
20 Gipuzkoa;Italia;2021;220
20 Gipuzkoa;Países Bajos;2022;13
20 Gipuzkoa;Países Bajos;2021;16
20 Gipuzkoa;Polonia;2022;38
20 Gipuzkoa;Polonia;2021;31
20 Gipuzkoa;Portugal;2022;169
20 Gipuzkoa;Portugal;2021;182
20 Gipuzkoa;Alemania;2022;73
20 Gipuzkoa;Alemania;2021;47
20 Gipuzkoa;Rumanía;2022;535
20 Gipuzkoa;Rumanía;2021;547
20 Gipuzkoa;Suecia;2022;12
20 Gipuzkoa;Suecia;2021;8
20 Gipuzkoa;Lituania;2022;9
20 Gipuzkoa;Lituania;2021;3
20 Gipuzkoa;Otro país de la Unión Europea sin España;2022;53
20 Gipuzkoa;Otro país de la Unión Europea sin España;2021;47
20 Gipuzkoa;Europa menos UE27_2020;2022;1.577
20 Gipuzkoa;Europa menos UE27_2020;2021;315
20 Gipuzkoa;Noruega;2022;3
20 Gipuzkoa;Noruega;2021;1
20 Gipuzkoa;Reino Unido;2022;60
20 Gipuzkoa;Reino Unido;2021;52
20 Gipuzkoa;Suiza;2022;4
20 Gipuzkoa;Suiza;2021;3
20 Gipuzkoa;Ucrania;2022;1.287
20 Gipuzkoa;Ucrania;2021;126
20 Gipuzkoa;Moldavia;2022;35
20 Gipuzkoa;Moldavia;2021;19
20 Gipuzkoa;Rusia;2022;87
20 Gipuzkoa;Rusia;2021;48
20 Gipuzkoa;Otro país del resto de Europa;2022;101
20 Gipuzkoa;Otro país del resto de Europa;2021;66
20 Gipuzkoa;De Africa;2022;1.555
20 Gipuzkoa;De Africa;2021;1.342
20 Gipuzkoa;Argelia;2022;210
20 Gipuzkoa;Argelia;2021;174
20 Gipuzkoa;Gambia;2022;3
20 Gipuzkoa;Gambia;2021;3
20 Gipuzkoa;Ghana;2022;19
20 Gipuzkoa;Ghana;2021;15
20 Gipuzkoa;Guinea;2022;9
20 Gipuzkoa;Guinea;2021;5
20 Gipuzkoa;Guinea Ecuatorial;2022;22
20 Gipuzkoa;Guinea Ecuatorial;2021;17
20 Gipuzkoa;Mali;2022;26
20 Gipuzkoa;Mali;2021;28
20 Gipuzkoa;Marruecos;2022;977
20 Gipuzkoa;Marruecos;2021;792
20 Gipuzkoa;Mauritania;2022;18
20 Gipuzkoa;Mauritania;2021;19
20 Gipuzkoa;Nigeria;2022;38
20 Gipuzkoa;Nigeria;2021;45
20 Gipuzkoa;Senegal;2022;133
20 Gipuzkoa;Senegal;2021;140
20 Gipuzkoa;Otro país de África;2022;100
20 Gipuzkoa;Otro país de África;2021;104
20 Gipuzkoa;América del Norte;2022;305
20 Gipuzkoa;América del Norte;2021;197
20 Gipuzkoa;Estados Unidos de América;2022;133
20 Gipuzkoa;Estados Unidos de América;2021;76
20 Gipuzkoa;México;2022;161
20 Gipuzkoa;México;2021;115
20 Gipuzkoa;Canadá;2022;11
20 Gipuzkoa;Canadá;2021;6
20 Gipuzkoa;De Centro América y Caribe;2022;2.840
20 Gipuzkoa;De Centro América y Caribe;2021;1.141
20 Gipuzkoa;Cuba;2022;158
20 Gipuzkoa;Cuba;2021;105
20 Gipuzkoa;Honduras;2022;1.062
20 Gipuzkoa;Honduras;2021;479
20 Gipuzkoa;Nicaragua;2022;1.380
20 Gipuzkoa;Nicaragua;2021;408
20 Gipuzkoa;República Dominicana;2022;110
20 Gipuzkoa;República Dominicana;2021;74
20 Gipuzkoa;Otro país de Centro América y Caribe;2022;130
20 Gipuzkoa;Otro país de Centro América y Caribe;2021;75
20 Gipuzkoa;De Sudamérica;2022;3.147
20 Gipuzkoa;De Sudamérica;2021;1.507
20 Gipuzkoa;Argentina;2022;257
20 Gipuzkoa;Argentina;2021;163
20 Gipuzkoa;Bolivia;2022;59
20 Gipuzkoa;Bolivia;2021;42
20 Gipuzkoa;Brasil;2022;237
20 Gipuzkoa;Brasil;2021;151
20 Gipuzkoa;Colombia;2022;1.461
20 Gipuzkoa;Colombia;2021;600
20 Gipuzkoa;Chile;2022;80
20 Gipuzkoa;Chile;2021;63
20 Gipuzkoa;Ecuador;2022;152
20 Gipuzkoa;Ecuador;2021;101
20 Gipuzkoa;Paraguay;2022;82
20 Gipuzkoa;Paraguay;2021;19
20 Gipuzkoa;Perú;2022;386
20 Gipuzkoa;Perú;2021;173
20 Gipuzkoa;Uruguay;2022;20
20 Gipuzkoa;Uruguay;2021;12
20 Gipuzkoa;Venezuela;2022;413
20 Gipuzkoa;Venezuela;2021;183
20 Gipuzkoa;Otro país de Sudamérica;2022;0
20 Gipuzkoa;Otro país de Sudamérica;2021;0
20 Gipuzkoa;De Asia;2022;628
20 Gipuzkoa;De Asia;2021;535
20 Gipuzkoa;Bangladesh;2022;9
20 Gipuzkoa;Bangladesh;2021;5
20 Gipuzkoa;China;2022;67
20 Gipuzkoa;China;2021;86
20 Gipuzkoa;Filipinas;2022;10
20 Gipuzkoa;Filipinas;2021;16
20 Gipuzkoa;India;2022;28
20 Gipuzkoa;India;2021;26
20 Gipuzkoa;Pakistán;2022;351
20 Gipuzkoa;Pakistán;2021;290
20 Gipuzkoa;Otro país de Asia;2022;163
20 Gipuzkoa;Otro país de Asia;2021;112
20 Gipuzkoa;De Oceanía;2022;15
20 Gipuzkoa;De Oceanía;2021;5
20 Gipuzkoa;Apátridas;2022;23
20 Gipuzkoa;Apátridas;2021;20
17 Rioja, La;Total;2022;6.722
17 Rioja, La;Total;2021;4.865
17 Rioja, La;Española;2022;654
17 Rioja, La;Española;2021;680
17 Rioja, La;UE27_2020 sin España;2022;1.009
17 Rioja, La;UE27_2020 sin España;2021;1.042
17 Rioja, La;Bélgica;2022;5
17 Rioja, La;Bélgica;2021;0
17 Rioja, La;Bulgaria;2022;37
17 Rioja, La;Bulgaria;2021;32
17 Rioja, La;Dinamarca;2022;0
17 Rioja, La;Dinamarca;2021;1
17 Rioja, La;Finlandia;2022;0
17 Rioja, La;Finlandia;2021;1
17 Rioja, La;Francia;2022;26
17 Rioja, La;Francia;2021;23
17 Rioja, La;Irlanda;2022;2
17 Rioja, La;Irlanda;2021;8
17 Rioja, La;Italia;2022;68
17 Rioja, La;Italia;2021;96
17 Rioja, La;Países Bajos;2022;3
17 Rioja, La;Países Bajos;2021;5
17 Rioja, La;Polonia;2022;8
17 Rioja, La;Polonia;2021;14
17 Rioja, La;Portugal;2022;216
17 Rioja, La;Portugal;2021;215
17 Rioja, La;Alemania;2022;13
17 Rioja, La;Alemania;2021;10
17 Rioja, La;Rumanía;2022;616
17 Rioja, La;Rumanía;2021;615
17 Rioja, La;Suecia;2022;0
17 Rioja, La;Suecia;2021;0
17 Rioja, La;Lituania;2022;2
17 Rioja, La;Lituania;2021;1
17 Rioja, La;Otro país de la Unión Europea sin España;2022;13
17 Rioja, La;Otro país de la Unión Europea sin España;2021;21
17 Rioja, La;Europa menos UE27_2020;2022;745
17 Rioja, La;Europa menos UE27_2020;2021;222
17 Rioja, La;Noruega;2022;0
17 Rioja, La;Noruega;2021;0
17 Rioja, La;Reino Unido;2022;12
17 Rioja, La;Reino Unido;2021;23
17 Rioja, La;Suiza;2022;1
17 Rioja, La;Suiza;2021;0
17 Rioja, La;Ucrania;2022;442
17 Rioja, La;Ucrania;2021;9
17 Rioja, La;Moldavia;2022;12
17 Rioja, La;Moldavia;2021;15
17 Rioja, La;Rusia;2022;17
17 Rioja, La;Rusia;2021;5
17 Rioja, La;Otro país del resto de Europa;2022;261
17 Rioja, La;Otro país del resto de Europa;2021;170
17 Rioja, La;De Africa;2022;1.188
17 Rioja, La;De Africa;2021;1.246
17 Rioja, La;Argelia;2022;69
17 Rioja, La;Argelia;2021;58
17 Rioja, La;Gambia;2022;5
17 Rioja, La;Gambia;2021;7
17 Rioja, La;Ghana;2022;34
17 Rioja, La;Ghana;2021;24
17 Rioja, La;Guinea;2022;12
17 Rioja, La;Guinea;2021;18
17 Rioja, La;Guinea Ecuatorial;2022;15
17 Rioja, La;Guinea Ecuatorial;2021;6
17 Rioja, La;Mali;2022;33
17 Rioja, La;Mali;2021;36
17 Rioja, La;Marruecos;2022;961
17 Rioja, La;Marruecos;2021;1.005
17 Rioja, La;Mauritania;2022;2
17 Rioja, La;Mauritania;2021;1
17 Rioja, La;Nigeria;2022;9
17 Rioja, La;Nigeria;2021;10
17 Rioja, La;Senegal;2022;21
17 Rioja, La;Senegal;2021;32
17 Rioja, La;Otro país de África;2022;27
17 Rioja, La;Otro país de África;2021;49
17 Rioja, La;América del Norte;2022;96
17 Rioja, La;América del Norte;2021;87
17 Rioja, La;Estados Unidos de América;2022;73
17 Rioja, La;Estados Unidos de América;2021;63
17 Rioja, La;México;2022;21
17 Rioja, La;México;2021;19
17 Rioja, La;Canadá;2022;2
17 Rioja, La;Canadá;2021;5
17 Rioja, La;De Centro América y Caribe;2022;298
17 Rioja, La;De Centro América y Caribe;2021;161
17 Rioja, La;Cuba;2022;64
17 Rioja, La;Cuba;2021;50
17 Rioja, La;Honduras;2022;104
17 Rioja, La;Honduras;2021;31
17 Rioja, La;Nicaragua;2022;41
17 Rioja, La;Nicaragua;2021;29
17 Rioja, La;República Dominicana;2022;31
17 Rioja, La;República Dominicana;2021;23
17 Rioja, La;Otro país de Centro América y Caribe;2022;58
17 Rioja, La;Otro país de Centro América y Caribe;2021;28
17 Rioja, La;De Sudamérica;2022;2.393
17 Rioja, La;De Sudamérica;2021;994
17 Rioja, La;Argentina;2022;86
17 Rioja, La;Argentina;2021;60
17 Rioja, La;Bolivia;2022;77
17 Rioja, La;Bolivia;2021;80
17 Rioja, La;Brasil;2022;66
17 Rioja, La;Brasil;2021;47
17 Rioja, La;Colombia;2022;1.546
17 Rioja, La;Colombia;2021;541
17 Rioja, La;Chile;2022;31
17 Rioja, La;Chile;2021;22
17 Rioja, La;Ecuador;2022;132
17 Rioja, La;Ecuador;2021;73
17 Rioja, La;Paraguay;2022;11
17 Rioja, La;Paraguay;2021;9
17 Rioja, La;Perú;2022;149
17 Rioja, La;Perú;2021;58
17 Rioja, La;Uruguay;2022;10
17 Rioja, La;Uruguay;2021;10
17 Rioja, La;Venezuela;2022;285
17 Rioja, La;Venezuela;2021;94
17 Rioja, La;Otro país de Sudamérica;2022;0
17 Rioja, La;Otro país de Sudamérica;2021;0
17 Rioja, La;De Asia;2022;331
17 Rioja, La;De Asia;2021;432
17 Rioja, La;Bangladesh;2022;0
17 Rioja, La;Bangladesh;2021;2
17 Rioja, La;China;2022;27
17 Rioja, La;China;2021;41
17 Rioja, La;Filipinas;2022;8
17 Rioja, La;Filipinas;2021;6
17 Rioja, La;India;2022;5
17 Rioja, La;India;2021;3
17 Rioja, La;Pakistán;2022;268
17 Rioja, La;Pakistán;2021;333
17 Rioja, La;Otro país de Asia;2022;23
17 Rioja, La;Otro país de Asia;2021;47
17 Rioja, La;De Oceanía;2022;8
17 Rioja, La;De Oceanía;2021;0
17 Rioja, La;Apátridas;2022;0
17 Rioja, La;Apátridas;2021;1
26 Rioja, La;Total;2022;6.722
26 Rioja, La;Total;2021;4.865
26 Rioja, La;Española;2022;654
26 Rioja, La;Española;2021;680
26 Rioja, La;UE27_2020 sin España;2022;1.009
26 Rioja, La;UE27_2020 sin España;2021;1.042
26 Rioja, La;Bélgica;2022;5
26 Rioja, La;Bélgica;2021;0
26 Rioja, La;Bulgaria;2022;37
26 Rioja, La;Bulgaria;2021;32
26 Rioja, La;Dinamarca;2022;0
26 Rioja, La;Dinamarca;2021;1
26 Rioja, La;Finlandia;2022;0
26 Rioja, La;Finlandia;2021;1
26 Rioja, La;Francia;2022;26
26 Rioja, La;Francia;2021;23
26 Rioja, La;Irlanda;2022;2
26 Rioja, La;Irlanda;2021;8
26 Rioja, La;Italia;2022;68
26 Rioja, La;Italia;2021;96
26 Rioja, La;Países Bajos;2022;3
26 Rioja, La;Países Bajos;2021;5
26 Rioja, La;Polonia;2022;8
26 Rioja, La;Polonia;2021;14
26 Rioja, La;Portugal;2022;216
26 Rioja, La;Portugal;2021;215
26 Rioja, La;Alemania;2022;13
26 Rioja, La;Alemania;2021;10
26 Rioja, La;Rumanía;2022;616
26 Rioja, La;Rumanía;2021;615
26 Rioja, La;Suecia;2022;0
26 Rioja, La;Suecia;2021;0
26 Rioja, La;Lituania;2022;2
26 Rioja, La;Lituania;2021;1
26 Rioja, La;Otro país de la Unión Europea sin España;2022;13
26 Rioja, La;Otro país de la Unión Europea sin España;2021;21
26 Rioja, La;Europa menos UE27_2020;2022;745
26 Rioja, La;Europa menos UE27_2020;2021;222
26 Rioja, La;Noruega;2022;0
26 Rioja, La;Noruega;2021;0
26 Rioja, La;Reino Unido;2022;12
26 Rioja, La;Reino Unido;2021;23
26 Rioja, La;Suiza;2022;1
26 Rioja, La;Suiza;2021;0
26 Rioja, La;Ucrania;2022;442
26 Rioja, La;Ucrania;2021;9
26 Rioja, La;Moldavia;2022;12
26 Rioja, La;Moldavia;2021;15
26 Rioja, La;Rusia;2022;17
26 Rioja, La;Rusia;2021;5
26 Rioja, La;Otro país del resto de Europa;2022;261
26 Rioja, La;Otro país del resto de Europa;2021;170
26 Rioja, La;De Africa;2022;1.188
26 Rioja, La;De Africa;2021;1.246
26 Rioja, La;Argelia;2022;69
